car_id,title,model,price_million,description,odo,registration,origin,condition,warranty,year,version,gearbox,fuel,body_type,seats,drivetrain,horse_power,torque,engine_capacity,fuel_consumption,airbags,ground_clearance,doors,unladen_weight,gross_weight,image_folder,url
p5_s12_1774727159,"Bán hoặc đổi 7 chỗ Mazda 3 2016 Vàng 111,267km",Mazda 3,349.0,"Bán hoặc giao lưu 7 chỗ Mazda 3 216 lăn bánh 2017 hatchback màu vàng cát, xe 5 chỗ, động cơ xăng, hộp số tự động.  - Xe sản xuất tại Việt Nam.   - Thiết kế hiện đại, nội thất tiện nghi.   - Vận hành êm ái, tiết kiệm nhiên liệu. - 111.267km chuẩn full lịch sử thaco check thoải mái - Zin không mất phân chỉ nào - Máy móc nguyên zin - Không đâm đụng, ngập nước",110567,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2017,1.5 AT,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p5_s12_1774727159,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130693047.htm
p5_s13_1774727171,Mazda CX 8 2026,Mazda Other,300.0,"🚗𝐌𝐚𝐳𝐝𝐚 𝐂𝐗𝟖 – đ𝐚̆̉𝐧𝐠 𝐜𝐚̂́𝐩, 𝐜𝐡𝐮𝐚̂̉𝐧 𝐦𝐮̛̣𝐜 𝐜𝐡𝐨 𝐠𝐢𝐚 đ𝐢̀𝐧𝐡 𝐡𝐢𝐞̣̂𝐧 đ𝐚̣𝐢🚗 Trả trước 300 triệu nhận xe  Hỗ trợ lái thử tận nhà  Hỗ trợ vay bank, biển số đẹp,  Xe đủ màu giao ngay *Chưa bao gồm chi phí lăn bánh* 🛋️ Nội thất bọc da cao cấp, không gian linh hoạt cho cả gia đình ⚙️ Động cơ SkyActiv mạnh mẽ – tiết kiệm nhiên liệu vượt trội ‼️ Hệ thống an toàn i-Activsense thông minh chủ động  #Mazda #MazdaCX8",N/A,N/A,Việt Nam,Mới,Bảo hành hãng,2025,Luxury 2.5 AT,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p5_s13_1774727171,https://xe.chotot.com/mua-ban-oto-quan-phu-nhuan-tp-ho-chi-minh/130245538.htm
p5_s14_1774727180,MAZDA 3 1.5 AT LUXURY 2023 XE GIA ĐÌNH LƯỚT 1 CHỦ,Mazda 3,589.0,">> MAZDA 3 1.5 AT LUXURY 2023 << 🚗 Năm sản xuất: 2023 - Màu: TRẮNG - Biển: TỈNH 🚗 ODO: 27.000 Km (ODO chuẩn không tua) 💰 𝗚𝗶𝗮́ 𝗖𝗼̂𝗻𝗴 𝗞𝗵𝗮𝗶 : 589 🌾 (Thương lượng cho anh/em thiện chí luôn có giá 𝐔̛𝐮 Đ𝐚̃𝐢) ---------------------------------- 🏁 𝑯𝒐̂̃ 𝑻𝒓𝒐̛̣ 𝑳𝒂́𝒊 𝑻𝒉𝒖̛̉ 𝑻𝒂̣𝒊 𝑵𝒉𝒂̀ 𝑪𝒂̉𝒎 𝑵𝒉𝒂̣̂𝒏 𝑪𝒉𝒂̂́𝒕 𝑿𝒆 📲 𝐋𝐢𝐞̂𝐧 𝐡𝐞̣̂: (𝐌𝐫.𝐍𝐚𝐦)(𝐙𝐀𝐋𝐎) ---------------------------------- - Xe biển trắng GIA ĐÌNH, 1 chủ từ đầu mua mới - Nội thất xe còn mới - Chất xe đẹp  🎁 𝐏𝐡𝐮̣ 𝐊𝐢𝐞̣̂𝐧 𝐓𝐡𝐞𝐨 𝐗𝐞 - Phim cách nhiệt - Lót sàn  📋 𝑪𝒂𝒎 𝑲𝒆̂́𝒕 𝑪𝒉𝒂̂́𝒕 𝑿𝒆 𝑩𝒂̆̀𝒏𝒈 𝑽𝒂̆𝒏 𝑩𝒂̉𝒏 🏅 THÔNG TIN XE MINH BẠCH 🏅 BẢO HÀNH LÊN ĐẾN 6 THÁNG HOẶC 10.000 KM 🏅 CAM KẾT XE KHÔNG ĐÂM ĐỤNG NGẬP NƯỚC 🏅 5 NGÀY LÁI THẬT CAM KẾT HOÀN TIỀN",27000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2023,1.5L Luxury,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p5_s14_1774727180,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131155224.htm
p5_s15_1774727190,Gia đình bán xe hiệu Mazda CX-3 SX 2024,CX-3,489.0,"Gia đình sắp xuất cảnh cần bán xe đang sử dụng hiệu Mazda CX-3 SX 2024 full option, có chế độ Cruiser Control, auto light, chế độ iStop, số Sport, màn hình Navi, thắng điện tử... tình trạng mới 95%, xe trùm mền sơ-cua chưa xài đến, biển số Sài Gòn, chính chủ đứng tên xe bán. Ai có nhu cầu xin liên hệ xem xe tại chợ Gò Vấp . Thanks👍",40000,N/A,Nước khác,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p5_s15_1774727190,https://xe.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/131415068.htm
p5_s16_1774727202,CHÍNH CHỦ THỨ NHẤT Mazda 3 Sedan 2016 45.000 km,Mazda 3,405.0,"KHÔNG TIẾP CÒ XE; SALE XE! Bán xe Mazda 3 sedan 1.5 sx 2016  Xe chính chủ, chủ đầu tiên Xe mới đi 45.000 km, bảo dưỡng đầy đủ. Xe nhà đi loanh quanh HCM. Xem xe tại quận Tân Phú TPHCM. Giá bán : 405 triệu.",45000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2016,1.5 AT,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p5_s16_1774727202,https://xe.chotot.com/mua-ban-quan-tan-phu-tp-ho-chi-minh/131179796.htm
p5_s17_1774727209,Mazda CX 5 2026 trả trước 200 triệu nhận xe,Mazda Other,200.0,Xe mới chính hàng 100%  Cam kết bán giá *** thị trường Có xe lái thử trải nghiệm  Hỗ trợ vay 85% giá trị xe  Tặng full phụ kiện theo xe chính hãng,N/A,N/A,Việt Nam,Mới,Bảo hành hãng,2026,N/A,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p5_s17_1774727209,https://xe.chotot.com/mua-ban-quan-phu-nhuan-tp-ho-chi-minh/131335314.htm
p6_s0_1774727229,Mazda 3 sedan 2022 Delux Odo 30000 một chủ,Mazda 3,498.0,"- Mazda 3 sedan 2022 bản AT Delux  - Odo 3v km , xe mới cứng nilong quanh xe  - Xe full lịch sử bảo dưỡng hãng , một chủ mua mới - Màu đỏ pha lê rất đẹp và thời trang - Không 1 lỗi nhỏ , số máy nguyên rin , ko ngập nước - Ngập tràn công nghệ , nội thất sạch đẹp  - Sơ cua chưa hạ , 2 khoá rin theo xe - Xem xe 48 Trần Bạch Đằng , TP Đà Nẵng ( cũ )  - Cảm ơn !!",30000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2022,1.5L Deluxe,Tự động,Xăng,Sedan,5,FWD,110 HP @ 6000 RPM,146 Nm @ 3500 RPM,1.5,7.59,7,N/A,4,> 1 tấn,> 2 tấn,car_p6_s0_1774727229,https://xe.chotot.com/mua-ban-oto-quan-ngu-hanh-son-da-nang/131079021.htm
p6_s1_1774727242,Mazda BT-50 2013 3.2 Tự động 2 cẩu đủ,BT-50,285.0,"🚙 BÁN MAZDA BT-50 3.2 TỰ ĐỘNG – 2 CẦU MẠNH MẼ  • Xe: Mazda BT-50 3.2 AT  • Dẫn động: 2 cầu (4x4)  • Hộp số: Tự động  • Máy dầu 3.2 mạnh mẽ, chạy khỏe, tiết kiệm  • Xe gia đình sử dụng kỹ, máy móc nguyên bản  • Nội thất sạch đẹp, hoạt động ổn định  • Phù hợp đi công trình, đi rừng, hoặc gia đình thích bán tải mạnh  📍 Xe xem tại: Đà Nẵng  💰 Giá: (285 triệu) – còn thương lượng  📞 Liên hệ: (số điện thoại của bạn)",170000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2013,3.2L 4x4 AT,Tự động,Dầu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s1_1774727242,https://xe.chotot.com/mua-ban-oto-quan-lien-chieu-da-nang/130666636.htm
p6_s2_1774727253,Mazda CX30 2021 Xanh đen,CX-30,525.0,"Mazda Cx30 sản xuất 2021 nhập thái / 2 remote zin hub kính - mâm lốp - heo thắng - cam360 - 2 ghế điện - cốp điện - cảnh báo làn , cảnh báo vượt trên gương - sấy sưởi nhớ 2 vị trí ghế - cần số pha lê - đèn bi led - trần sao rơi - cảng gió thể thao. Toàn đồ xịn còn nhiều đồ chơi khác... máy số keo chỉ nguyên zin / không 1 lỗi nhỏ bao check test bất kì đơn vị thứ3",90000,Có,Thái Lan,Đã sử dụng,Bảo hành hãng,2021,2.0 Premium,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s2_1774727253,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/131472354.htm
p6_s3_1774727265,MAZDA CX5 2.0 Premium Active 2024 lướt 7.000km,CX-5,828.0,"Mazda CX-5 Premium Active 2024 – Màu Trắng – Lướt 7.000 Km – Như xe mới. 📌 Xe gia đình sử dụng, odo chỉ 7.000 km – gần như xe mới tinh. 📌 Màu trắng sang trọng, ngoại thất bóng đẹp, nội thất giữ gìn kỹ, mùi xe còn rất mới.  🔰 Trang bị & Tính năng nổi bật (bản Premium Active): ✓ Động cơ 2.0L SkyActiv-G – vận hành êm ái, tiết kiệm nhiên liệu ✓ Hộp số tự động 6 cấp – sang số mượt mà ✓ Gói an toàn i-Activsense cao cấp:  • Cảnh báo điểm mù BSM  • Cảnh báo phương tiện cắt ngang RCTA  • Cảnh báo lệch làn LDWS  • Hỗ trợ phanh thông minh ✓ 6 túi khí an toàn ✓ Nội thất da cao cấp – ghế lái chỉnh điện, nhớ ghế ✓ Màn hình trung tâm lớn – Apple CarPlay / Android Auto ✓ Camera lùi + cảm biến trước/sau, CAMERA 360. ✓ Điều hòa tự động 2 vùng – cửa gió hàng ghế sau ✓ Phanh tay điện tử & Auto Hold ✓ Đèn LED trước/sau – tự động bật/tắt ✓ Mâm hợp kim 19 inch thể thao ✓ Chìa khóa thông minh – khởi động Start/Stop ✓ Sưởi ghế, làm mát ghế, 10 loa bose, Hud kính...  ⚙️ Cam kết chất lượng: ✔ Xe nguyên bản 100%, không tai nạn – không ngập nước ✔ Odo chuẩn – bao check hãng ✔ Máy móc, hộp số, khung gầm như xe mới ✔ Hồ sơ pháp lý đầy đủ – sang tên nhanh gọn  📞 Giá cực tốt: 828 triệu Liên hệ ngay để xem xe & lái thử – Mazda CX-5 Premium Active 2024 lướt siêu ít, form mới, option cao, mua là chạy ngay!",7000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s3_1774727265,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130417416.htm
p6_s4_1774727276,Mazda CX 8 2020 Premium - 75000 km,Mazda Other,745.0,"MAZDA CX8 2020 PREMIUM AWD – FULL OPTION – GIÁ CHỈ 745 TRIỆU 🚗 🔥 Dòng SUV 7 chỗ sang trọng – rộng rãi – vận hành êm ái, cực kỳ phù hợp cho gia đình & đi công việc! ✨ Thông tin chi tiết: 🚘 Mazda CX8 2020 Premium bản cao cấp nhất 🔄 Dẫn động 2 cầu AWD – chạy cực đầm, an toàn mọi cung đường ⛽ Động cơ mạnh mẽ, tiết kiệm nhiên liệu 👤 Xe gia đình sử dụng, giữ gìn kỹ ✨ Trang bị nổi bật: Nội thất da cao cấp, ghế chỉnh điện + nhớ ghế Cửa sổ trời, cốp điện thông minh Màn hình giải trí lớn, âm thanh chất lượng Camera 360, cảm biến trước sau Gói an toàn i-Activsense: cảnh báo điểm mù, giữ làn, phanh tự động… 💯 Cam kết: Không tai nạn – không ngập nước Máy móc, hộp số zin nguyên bản Bao test hãng hoặc gara thoải mái 💰 Giá bán: 745 triệu (còn thương lượng nhẹ) 🏦 Hỗ trợ trả góp ngân hàng nhanh gọn 📍 Xem xe trực tiếp – ưng là chốt ngay",75000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,Premium,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p6_s4_1774727276,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/131256560.htm
p6_s5_1774727287,Mazda CX-5 2.0 luxury,CX-5,610.0,"Mazda CX-5 2.0 luxury màu sonic silver, xe 5 chỗ, số tự động, chạy xăng.  - ODO 114.314 km.  - Thiết kế hiện đại, nội thất rộng rãi.  - Vận hành êm ái, tiết kiệm nhiên liệu.",110000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2019,N/A,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s5_1774727287,https://xe.chotot.com/mua-ban-oto-quan-son-tra-da-nang/131041758.htm
p6_s6_1774727294,Mazda 3 2023 1.5L Luxury 32000km Xanh,Mazda 3,520.0,Mazda 3 1.5L 2023 luxyry đăng ký lần đầu T11/2023 ODO 32000km biển tỉnh full bảo dưỡng định kỳ hãng Xe dùng cá nhân quãng đường sử dụng mỗi ngày ~35km ko tai nạn ko ngập nước Đã năng cấp đèn bản premium từ đầu đẹp hơn  Dán PPF chi tiết nhựa nội thất Dán kính 3M gói cao cấp Nâng cấp thêm nút mở cốp zin hãng Thêm loa trung tâm JBL Tặng kèm usb chuyển đổi carplay không dây Tặng thùng chứa đồ da cốp sau,32000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2023,1.5L Luxury,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s6_1774727294,https://xe.chotot.com/mua-ban-oto-huyen-hoai-duc-ha-noi/131417296.htm
p6_s7_1774727303,Mazda CX-5 2012 màu Đỏ,CX-5,379.0,"Mazda CX-5 màu đỏ, xe 5 chỗ, nội thất ghế da sang trọng.  - Sx 2012 nhập Nhật , xe nhập đi đại chất   - Động cơ xăng vận hành êm ái.   - Thiết kế thể thao, mạnh mẽ.   - Xe gầm cao, di chuyển linh hoạt.",90000,N/A,Nhật Bản,Đã sử dụng,Bảo hành hãng,2012,2.0 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s7_1774727303,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/130510599.htm
p6_s8_1774727316,Mazda 2 Trắng 5 chỗ Tự động,Mazda 2,318.0,Xe nhà mua mới 1 đời chủ ít sử dụng . Đồng Sơn máy nội thất nguyên thủy. ACE muốn đưa lên hãng kiểm tra thì ok . Coi xe ưng ý ngay,77123,N/A,Nhật Bản,Đã sử dụng,Bảo hành hãng,2017,1.5 Hatchback,Tự động,Xăng,Hatchback,5,FWD,109 HP @6000 RPM,141 Nm @4000 RPM,1.5,5,2,143,5,> 1 tấn,> 2 tấn,car_p6_s8_1774727316,https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/131429889.htm
p6_s9_1774727327,Mazda Mazda3 2015 Trắng,Mazda 3,345.0,Chính chủ tên e cần bán.  Mazda3 2015 Máy số zin. K đâm đụng ngập nước Phát hiện đâm đụng ngập nước tặng xe Xem xe tại Đông Anh. Hà Nội Giá có thương lượng cho ae thiện chí,130000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2015,1.5 AT Hatchback,Tự động,Xăng,Hatchback,5,FWD,112 HP @6000 RPM,144 Nm @4000 RPM,1.5,5,2,160,5,> 1 tấn,> 2 tấn,car_p6_s9_1774727327,https://xe.chotot.com/mua-ban-oto-huyen-dong-anh-ha-noi/131471608.htm
p6_s10_1774727338,Mazda CX 5 2022 Premium - 36000 km,Mazda Other,715.0,"Bán xe mazda cx5 sx 2022 bản premium cao cap nhat , xe 1 chủ từ mới odo 36000 km pull lịch sử hãng , xe đi dữ din cẩn thân còn như mới , cam kết nguyên bản , bao chech tet toàn quốc .",36000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2022,Premium,Tự động,Xăng,SUV / Cross over,5,FWD,154 HP (115 kW),200 Nm,2,N/A,6,N/A,5,> 1 tấn,> 2 tấn,car_p6_s10_1774727338,https://xe.chotot.com/mua-ban-oto-huyen-an-lao-hai-phong/131471607.htm
p6_s11_1774727350,Mazda CX-5 màu Trắng,CX-5,485.0,"Mazda CX-5 màu trắng, xe 5 chỗ, nội thất da sang trọng.   - Động cơ xăng, hộp số tự động.   - Thiết kế hiện đại, vận hành êm ái.   - Xe phù hợp cho gia đình. xe bảo dưỡng đúng định kỳ",58000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2017,N/A,Tự động,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s11_1774727350,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/130424682.htm
p6_s12_1774727361,Mazda 7 chỗ Xanh ngọc,Mazda Other,98.0,7 chỗ số tự động 1.8 tiết kiệm nhiên liệu.xe nhỏ gọn cho a/e đi gia đình. xe đã trang bị màn hình cam lùi cam hành trình đầy đủ. đồng sơn máy móc Nội thất còn đẹp như mới.xe mới bảo dưỡng đã đi chơi Tết hơn 1500km .xem xe tai nhà sau giờ hành chánh. bao ký giấy mua bán cho a/e luôn ạ.,170000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2004,N/A,Tự động,Xăng,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s12_1774727361,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/131470833.htm
p6_s13_1774727373,Mazda CX5 2016 Trắng,CX-5,455.0,mada cx5 sản xuất 2016 máy 2.0 xe 1 chủ mua mới từ đầu. xe rất đep máy zin. nôi thất zin gầm đep. mâm zin vỏ mới. xe khg lỗi,95000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2016,N/A,Tự động,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s13_1774727373,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131202140.htm
p6_s14_1774727384,Mazda CX-30 2022 - 70000 km HÀNG NHẬP,CX-30,630.0,"NHẬP KHẨU CÓ ADAS NHÉ: Mazda CX30 premium sản xuất 2022 nhập khẩu Thái Lan, full lịch sử hãng một chủ từ mới, chạy 7 vạn km hơn đẹp hết nước chấm Chất xe mới tinh nội thất cực mới không 1 lỗi nhỏ, xe có adas phanh khoảng cách an toàn xe phía trước, căn chỉnh làn đường, cruicontrol..",70000,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2022,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s14_1774727384,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/131021218.htm
p6_s15_1774727396,Mazda BT 50 2017 2.2L 4x2 AT - 140000 km 1chủ,Mazda Other,380.0,"Mazda BT 50 2017 2.2L 4x2 AT - 140000 km 1chủ, đã lên rất nhiều đồ chơi. Nhập đội BT50 2017 1chủ từ mới, máy số keo chỉ rin đét, cam 360 màn hình cam lùi đầy đủ, có nắp thùng, đã đổi cavet!",140000,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2017,2.2L 4x2 AT,Tự động,Dầu,Pick-up (bán tải),Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s15_1774727396,https://xe.chotot.com/mua-ban-oto-thanh-pho-tam-ky-quang-nam/131470433.htm
p6_s16_1774727408,Mazda CX5 2014 zin đẹp bao check test,CX-5,400.0,"Mazda CX5 sản xuất 2014, màu xám, động cơ 2.0L, số tự động.  - Xe gia đình, keo chỉ zin, máy số zin.  - Cam kết không tai nạn, không ngập nước.  - Giá 408 triệu (bao rút hồ sơ).  - Xem xe tại Hải Phòng.",140000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2014,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s16_1774727408,https://xe.chotot.com/mua-ban-oto-quan-ngo-quyen-hai-phong/131210450.htm
p6_s17_1774727422,Mazda Mazda2 2020 Luxury Đỏ,Mazda 2,388.89,"Mazda2 2020 luxury  1 chủ gốc hn phố cam kết k đâm đụng tai nạn, không ngập nước, máy số zin nguyên bản như sản xuất Giá 388 tr thương lượng khi xem xe alo em xem xe ***",70000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p6_s17_1774727422,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/131273268.htm
p6_s18_1774727434,Mazda 6 2022 Premium 2.0 Trắng,Mazda 6,679.0,"✅️✅️✅️ ĐI PHỐ ÊM, ĐI XA ỔN, THẾ LÀ ĐỦ.  ==========  Sedan hạng D Động cơ SkyActiv-G 2.0L Công suất 154 mã  Hộp số: Tự động 6 cấp  Mức tiêu hao nhiên liệu 6–7L/100km hỗn hợp  Đèn trước LED sắc nét, có tự động bật/tắt Mâm hợp kim 19 inch  Ghế da cao cấp Ghế lái chỉnh điện + nhớ 2 vị trí  Màn hình trung tâm 7 inch Hệ thống Mazda Connect Apple CarPlay / Android Auto Âm thanh 11 loa Bose cao cấp  Điều hoà tự động 2 vùng Phanh tay điện tử + Auto Hold  6 túi khí Cân bằng điện tử Camera lùi  Cảnh báo điểm mù Cảnh báo phương tiện cắt ngang Cảnh báo lệch làn  Hỗ trợ giữ làn... ==================  MAZDA 6 PREMIUM 2.0 ĐỜI 2022  Odo 29.000 km  Nội Ngoại thất long lanh   Bao kiểm tra hãng, rút hồ sơ gốc.  Thủ tục hồ sơ rõ ràng nhanh gọn  Hỗ trợ bank 65%",29000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2022,2.0L Premium,Tự động,Xăng,Sedan,5,FWD,154 HP @ 6000 RPM,200 Nm @ 4000 RPM,2,7.5,6,N/A,4,> 1 tấn,> 2 tấn,car_p6_s18_1774727434,https://xe.chotot.com/mua-ban-thanh-pho-bien-hoa-dong-nai/131468516.htm
p7_s0_1774727453,Mazda 6 2.5 AT 2015,Mazda 6,420.0,"Mazda 6 2.5 AT 2015 | Odo 9 vạn km (gốc Hà Nội)  - Máy 2.5 chạy bốc, sedan đi đầm chắc - Nội thất da, ghế điện 2 bên - Cửa sổ trời, dàn loa BOSE - Cảm biến trước/sau - i-Stop, đèn AFS (liếc)  Khu vực: Long Biên – Hà Nội Liên hệ em trao đổi cụ thể ạ",100989,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2015,2.5 AT,Tự động,Xăng,Sedan,5,FWD,185 HP @5700 RPM,250 Nm @3200 RPM,2.5,6.3,2,165,4,> 1 tấn,> 2 tấn,car_p7_s0_1774727453,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/130536333.htm
p7_s1_1774727464,"Mazda CX5 2.0L Premum 2019, Odo 27.000km Cực Đẹp",CX-5,646.0,"*** Mazda CX5 2.0L Premium 2019 *** + Động cơ xăng 2.0L Skyactive + Sản xuất 2019 + Biển số tỉnh, Xe cá nhân đứng tên 1 chủ từ đầu + Odo: 27.000km ( Full lịch sử bảo dưỡng hãng, Sai tặng xe) + Giá: 646.000.000 ( Thương Lượng khi khách hàng đến xem xe trực tiếp). + Option: Film cách nhiệt cao cấp, Lót sàn Simily, Màn hình cảm ứng - Camera de, Cửa sổ trời, Ốp inox bệ bước lên xuống,....... + Thủ tục sang tên đổi chủ nhanh gọn. + Cam kết: KHÔNG ĐÂM ĐỤNG – KHÔNG NGẬP NƯỚC – ODO ZIN ----------------------------------------------------------- +++ AUTO PHÚ MỸ HƯNG 419 Đào Trí, Phường Phú Thuận, Quận 7, TP.HCM",27000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2019,2.0 Premium,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p7_s1_1774727464,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131315708.htm
p7_s2_1774727474,Mazda Mazda2 2024 AT 18000 km Trắng,Mazda 2,380.0,"Nhu cầu đi lại ít Cần bán xe mazda2 AT 2024 18k km  Xe chính chủ đứng tên cà vẹt. Giá bán 380. Bán đến công chứng. Ai có nhu cầu mua đi liên hệ. Không tiếp cò lái. Xin cảm ơn Cần bán xe đã lên màn hình , cam 360, cảm biến sau. Tặng rèm xe và Lót sàn nhựa",18000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2024,1.5 AT,Tự động,Xăng,Sedan,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p7_s2_1774727474,https://xe.chotot.com/mua-ban-oto-quan-hai-chau-da-nang/131454058.htm
p7_s3_1774727480,Mazda CX5 2020 2.0 Premium Đỏ,CX-5,660.0,"Mazda Cx5 - 2.0 Premium sx 2020 - Odo 5 vạn km zin, nội thất nguyên bản đẹp căng, gầm bệ đi chắc nịch, lốp theo xe cả dàn, sơ cua chưa hạ. - Xe bán có bảo hành, có cam kết chất lượng bằng văn bản, check test thoải mái. Giá 665 tr Lh: *** Đc: Nghĩa Đô, Hà Nộ",50000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,2.0 Premium,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p7_s3_1774727480,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/131459092.htm
